1.5;0.354224
2;0.463201
2.5;0.564572
3;0.656673
3.5;0.737991
4;0.807192
4.5;0.863138
5;0.904912
5.5;0.931827
6;0.943441
6.5;0.939565
7;0.92026
7.5;0.885845
8;0.836884
8.5;0.774182
9;0.698768
9.5;0.61188
10;0.514945
10.5;0.409554
11;0.297439
11.5;0.18044
12;0.0604776
12.5;-0.0604776
13;-0.18044
13.5;-0.297439
14;-0.409554
14.5;-0.514945
15;-0.61188
15.5;-0.698768
16;-0.774182
16.5;-0.836884
17;-0.885845
17.5;-0.92026
18;-0.939565
18.5;-0.943441
19;-0.931827
19.5;-0.904912
20;-0.863138
20.5;-0.807192
21;-0.737991
21.5;-0.656673
22;-0.564572
22.5;-0.463201
23;-0.354224
23.5;-0.239431
24;-0.120707
24.5;0

0;0
0.5;0.119716
1;0.237466
1.5;0.351316
2;0.459398
2.5;0.559937
3;0.651282
3.5;0.731932
4;0.800565
4.5;0.856052
5;0.897483
5.5;0.924177
6;0.935696
6.5;0.931851
7;0.912705
7.5;0.878572
8;0.830014
8.5;0.767826
9;0.693031
9.5;0.606856
10;0.510717
10.5;0.406192
11;0.294997
11.5;0.178958
12;0.0599811
12.5;-0.0599811
13;-0.178958
13.5;-0.294997
14;-0.406192
14.5;-0.510717
15;-0.606856
15.5;-0.693031
16;-0.767826
16.5;-0.830014
17;-0.878572
17.5;-0.912705
18;-0.931851
18.5;-0.935696
19;-0.924177
19.5;-0.897483
20;-0.856052
20.5;-0.800565
21;-0.731932
21.5;-0.651282
22;-0.559937
22.5;-0.459398
23;-0.351316
23.5;-0.237466
24;-0.119716
24.5;0

0;0
0.5;0.118733
1;0.235516
1.5;0.348432
2;0.455627
2.5;0.55534
3;0.645935
3.5;0.725923
4;0.793992
4.5;0.849024
5;0.890114
5.5;0.916589
6;0.928014
6.5;0.9242
7;0.905212
7.5;0.871359
8;0.823199
8.5;0.761522
9;0.687341
9.5;0.601874
10;0.506524
10.5;0.402857
11;0.292575
11.5;0.177489
12;0.0594886
12.5;-0.0594886
13;-0.177489
13.5;-0.292575
14;-0.402857
14.5;-0.506524
15;-0.601874
15.5;-0.687341
16;-0.761522
16.5;-0.823199
17;-0.871359
17.5;-0.905212
18;-0.9242
18.5;-0.928014
19;-0.916589
19.5;-0.890114
20;-0.849024
20.5;-0.793992
21;-0.725923
21.5;-0.645935
22;-0.55534
22.5;-0.455627
23;-0.348432
23.5;-0.235516
24;-0.118733
24.5;0

0;0
0.5;0.117758
1;0.233582
1.5;0.345571
2;0.451886
2.5;0.550781
3;0.640632
3.5;0.719963
4;0.787473
4.5;0.842053
5;0.882806
5.5;0.909064
6;0.920395
6.5;0.916613
7;0.89778
7.5;0.864205
8;0.816441
8.5;0.75527
9;0.681698
9.5;0.596933
10;0.502366
10.5;0.39955
11;0.290173
11.5;0.176032
12;0.0590002
12.5;-0.0590002
13;-0.176032
13.5;-0.290173
14;-0.39955
14.5;-0.502366
15;-0.596933
15.5;-0.681698
16;-0.75527
16.5;-0.816441
17;-0.864205
17.5;-0.89778
18;-0.916613
18.5;-0.920395
19;-0.909064
19.5;-0.882806
20;-0.842053
20.5;-0.787473
21;-0.719963
21.5;-0.640632
22;-0.550781
22.5;-0.451886
23;-0.345571
23.5;-0.233582
24;-0.117758
24.5;0

0;0
0.5;0.116791
1;0.231665
1.5;0.342734
2;0.448176
2.5;0.546259
3;0.635372
3.5;0.714053
4;0.781008
4.5;0.83514
5;0.875559
5.5;0.901601
6;0.912838
6.5;0.909087
7;0.890409
7.5;0.85711
8;0.809738
8.5;0.74907
9;0.676101
9.5;0.592032
10;0.498241
10.5;0.396269
11;0.287791
11.5;0.174587
12;0.0585158
12.5;-0.0585158
13;-0.174587
13.5;-0.287791
14;-0.396269
14.5;-0.498241
15;-0.592032
15.5;-0.676101
16;-0.74907
16.5;-0.809738
17;-0.85711
17.5;-0.890409
18;-0.909087
18.5;-0.912838
19;-0.901601
19.5;-0.875559
20;-0.83514
20.5;-0.781008
21;-0.714053
21.5;-0.635372
22;-0.546259
22.5;-0.448176
23;-0.342734
23.5;-0.231665
24;-0.116791
24.5;0

0;0
0.5;0.115832
1;0.229763
1.5;0.33992
2;0.444497
2.5;0.541774
3;0.630156
3.5;0.70819
4;0.774596
4.5;0.828283
5;0.86837
5.5;0.894198
6;0.905344
6.5;0.901624
7;0.883099
7.5;0.850073
8;0.80309
8.5;0.74292
9;0.670551
9.5;0.587171
10;0.494151
10.5;0.393016
11;0.285428
11.5;0.173153
12;0.0580354
12.5;-0.0580354
13;-0.173153
13.5;-0.285428
14;-0.393016
14.5;-0.494151
15;-0.587171
15.5;-0.670551
16;-0.74292
16.5;-0.80309
17;-0.850073
17.5;-0.883099
18;-0.901624
18.5;-0.905344
19;-0.894198
19.5;-0.86837
20;-0.828283
20.5;-0.774596
21;-0.70819
21.5;-0.630156
22;-0.541774
22.5;-0.444497
23;-0.33992
23.5;-0.229763
24;-0.115832
24.5;0

0;0
0.5;0.114881
1;0.227876
1.5;0.33713
2;0.440847
2.5;0.537326
3;0.624982
3.5;0.702376
4;0.768237
4.5;0.821483
5;0.861241
5.5;0.886857
6;0.897911
6.5;0.894221
7;0.875849
7.5;0.843094
8;0.796497
8.5;0.73682
9;0.665045
9.5;0.582351
10;0.490094
10.5;0.389789
11;0.283085
11.5;0.171732
12;0.0575589
12.5;-0.0575589
13;-0.171732
13.5;-0.283085
14;-0.389789
14.5;-0.490094
15;-0.582351
15.5;-0.665045
16;-0.73682
16.5;-0.796497
17;-0.843094
17.5;-0.875849
18;-0.894221
18.5;-0.897911
19;-0.886857
19.5;-0.861241
20;-0.821483
20.5;-0.768237
21;-0.702376
21.5;-0.624982
22;-0.537326
22.5;-0.440847
23;-0.33713
23.5;-0.227876
24;-0.114881
24.5;0

0;0
0.5;0.113938
1;0.226005
1.5;0.334362
2;0.437228
2.5;0.532915
3;0.619851
3.5;0.696609
4;0.76193
4.5;0.814739
5;0.85417
5.5;0.879576
6;0.890539
6.5;0.88688
7;0.868658
7.5;0.836173
8;0.789957
8.5;0.730771
9;0.659585
9.5;0.57757
10;0.48607
10.5;0.386589
11;0.28076
11.5;0.170322
12;0.0570864
12.5;-0.0570864
13;-0.170322
13.5;-0.28076
14;-0.386589
14.5;-0.48607
15;-0.57757
15.5;-0.659585
16;-0.730771
16.5;-0.789957
17;-0.836173
17.5;-0.868658
18;-0.88688
18.5;-0.890539
19;-0.879576
19.5;-0.85417
20;-0.814739
20.5;-0.76193
21;-0.696609
21.5;-0.619851
22;-0.532915
22.5;-0.437228
23;-0.334362
23.5;-0.226005
24;-0.113938
24.5;0

0;0
0.5;0.113003
1;0.22415
1.5;0.331617
2;0.433638
2.5;0.528539
3;0.614762
3.5;0.69089
4;0.755674
4.5;0.80805
5;0.847157
5.5;0.872355
6;0.883228
6.5;0.879599
7;0.861526
7.5;0.829308
8;0.783472
8.5;0.724771
9;0.65417
9.5;0.572828
10;0.482079
10.5;0.383415
11;0.278455
11.5;0.168923
12;0.0566177
12.5;-0.0566177
13;-0.168923
13.5;-0.278455
14;-0.383415
14.5;-0.482079
15;-0.572828
15.5;-0.65417
16;-0.724771
16.5;-0.783472
17;-0.829308
17.5;-0.861526
18;-0.879599
18.5;-0.883228
19;-0.872355
19.5;-0.847157
20;-0.80805
20.5;-0.755674
21;-0.69089
21.5;-0.614762
22;-0.528539
22.5;-0.433638
23;-0.331617
23.5;-0.22415
24;-0.113003
24.5;0

0;0
0.5;0.112075
1;0.22231
1.5;0.328894
2;0.430078
2.5;0.5242
3;0.609715
3.5;0.685218
4;0.74947
4.5;0.801416
5;0.840202
5.5;0.865193
6;0.875977
6.5;0.872377
7;0.854453
7.5;0.822499
8;0.777039
8.5;0.718821
9;0.6488
9.5;0.568125
10;0.478121
10.5;0.380267
11;0.276169
11.5;0.167537
12;0.0561529
12.5;-0.0561529
13;-0.167537
13.5;-0.276169
14;-0.380267
14.5;-0.478121
15;-0.568125
15.5;-0.6488
16;-0.718821
16.5;-0.777039
17;-0.822499
17.5;-0.854453
18;-0.872377
18.5;-0.875977
19;-0.865193
19.5;-0.840202
20;-0.801416
20.5;-0.74947
21;-0.685218
21.5;-0.609715
22;-0.5242
22.5;-0.430078
23;-0.328894
23.5;-0.22231
24;-0.112075
24.5;0

0;0
0.5;0.111155
1;0.220485
1.5;0.326194
2;0.426547
2.5;0.519896
3;0.604709
3.5;0.679593
4;0.743317
4.5;0.794836
5;0.833304
5.5;0.858089
6;0.868785
6.5;0.865215
7;0.847438
7.5;0.815746
8;0.77066
8.5;0.71292
9;0.643473
9.5;0.563461
10;0.474196
10.5;0.377145
11;0.273902
11.5;0.166161
12;0.0556918
12.5;-0.0556918
13;-0.166161
13.5;-0.273902
14;-0.377145
14.5;-0.474196
15;-0.563461
15.5;-0.643473
16;-0.71292
16.5;-0.77066
17;-0.815746
17.5;-0.847438
18;-0.865215
18.5;-0.868785
19;-0.858089
19.5;-0.833304
20;-0.794836
20.5;-0.743317
21;-0.679593
21.5;-0.604709
22;-0.519896
22.5;-0.426547
23;-0.326194
23.5;-0.220485
24;-0.111155
24.5;0

0;0
0.5;0.110242
1;0.218674
1.5;0.323516
2;0.423045
2.5;0.515628
3;0.599744
3.5;0.674013
4;0.737214
4.5;0.788311
5;0.826463
5.5;0.851045
6;0.861652
6.5;0.858111
7;0.840481
7.5;0.809049
8;0.764333
8.5;0.707066
9;0.63819
9.5;0.558835
10;0.470303
10.5;0.374049
11;0.271653
11.5;0.164797
12;0.0552346
12.5;-0.0552346
13;-0.164797
13.5;-0.271653
14;-0.374049
14.5;-0.470303
15;-0.558835
15.5;-0.63819
16;-0.707066
16.5;-0.764333
17;-0.809049
17.5;-0.840481
18;-0.858111
18.5;-0.861652
19;-0.851045
19.5;-0.826463
20;-0.788311
20.5;-0.737214
21;-0.674013
21.5;-0.599744
22;-0.515628
22.5;-0.423045
23;-0.323516
23.5;-0.218674
24;-0.110242
24.5;0

0;0
0.5;0.109337
1;0.216879
1.5;0.32086
2;0.419572
2.5;0.511395
3;0.594821
3.5;0.668479
4;0.731162
4.5;0.781839
5;0.819678
5.5;0.844057
6;0.854578
6.5;0.851066
7;0.83358
7.5;0.802407
8;0.758058
8.5;0.701261
9;0.63295
9.5;0.554246
10;0.466442
10.5;0.370978
11;0.269423
11.5;0.163444
12;0.0547811
12.5;-0.0547811
13;-0.163444
13.5;-0.269423
14;-0.370978
14.5;-0.466442
15;-0.554246
15.5;-0.63295
16;-0.701261
16.5;-0.758058
17;-0.802407
17.5;-0.83358
18;-0.851066
18.5;-0.854578
19;-0.844057
19.5;-0.819678
20;-0.781839
20.5;-0.731162
21;-0.668479
21.5;-0.594821
22;-0.511395
22.5;-0.419572
23;-0.32086
23.5;-0.216879
24;-0.109337
24.5;0

0;0
0.5;0.10844
1;0.215098
1.5;0.318226
2;0.416127
2.5;0.507196
3;0.589937
3.5;0.662991
4;0.725159
4.5;0.77542
5;0.812948
5.5;0.837128
6;0.847562
6.5;0.844079
7;0.826737
7.5;0.795819
8;0.751834
8.5;0.695504
9;0.627754
9.5;0.549696
10;0.462612
10.5;0.367932
11;0.267211
11.5;0.162102
12;0.0543314
12.5;-0.0543314
13;-0.162102
13.5;-0.267211
14;-0.367932
14.5;-0.462612
15;-0.549696
15.5;-0.627754
16;-0.695504
16.5;-0.751834
17;-0.795819
17.5;-0.826737
18;-0.844079
18.5;-0.847562
19;-0.837128
19.5;-0.812948
20;-0.77542
20.5;-0.725159
21;-0.662991
21.5;-0.589937
22;-0.507196
22.5;-0.416127
23;-0.318226
23.5;-0.215098
24;-0.10844
24.5;0

